Source_Name,Target_Name,Edge_Effect
41BBL,T,Activate
41BBL,B,Activate
Antibody,DC,Activate
Antibody,pDC,Activate
Antibody,Basophil,Activate
Antibody,NK,Activate
Antibody,Mast,Activate
APC,T_CD4 (effector),Activate
APC,T_CD4 (effector),Activate
APC,Th1,Activate
APRIL,B,Activate
APRIL,B,Activate
APRIL,B,Activate
APRIL,B,Activate
B,T_CD4,Activate
B,Tfh,Activate
B,Tfh,Activate
B,Tfh,Activate
B,Tfh,Activate
B,Tfh,Activate
B,Tfh,Activate
B,Tfh,Activate
B,T_CD4 (effector),Activate
B,Tfh,Activate
B,Tfh,Activate
B,Tfh,Activate
B_memory,Tfh,Activate
B_memory,Tfh,Activate
B_memory,Tfh,Activate
Bacteria,Epithelial_intestine,Activate
Bacteria,Epithelial_intestine,Activate
Bacteria,DC,Activate
Bacterial metabolites,T_MAIT,Activate
Bacterial Peptidoglycans,DC,Activate
Bacterial Peptidoglycans,Monocyte,Activate
Bacterial Peptidoglycans,Neutrophil,Activate
Bacterial Peptidoglycans,Epithelial_barrier,Activate
Bacterial Peptidoglycans,DC,Activate
Bacterial Peptidoglycans,Macrophage,Activate
Bacterial Peptidoglycans,Epithelial_intestine,Activate
Bacterial Peptidoglycans,Paneth,Activate
Bacterial proteins,Epithelial_intestine,Activate
Bacterial proteins,Epithelial_intestine,Activate
Bacterial proteins,DC (CD8a+),Activate
BAFF,B,Activate
BAFF,B_marginalzone,Activate
BAFF,B,Activate
BAFF,B,Activate
b-glucan,DC,Activate
b-glucan,Basophil,Activate
b-glucan,DC,Activate
b-glucan,Eosinophil,Activate
b-glucan,Mast,Activate
b-glucan,Monocyte,Activate
C3a,Macrophage,Activate
C3a,Endothelial,Activate
C3a,Mast,Activate
C3a,Endothelial,Activate
C3a,Mast,Activate
C3a,Endothelial_vascular,Activate
C3a,Mast,Activate
C3b,Neutrophil,Activate
C3b,Macrophage,Activate
C3b,Monocyte,Activate
C3b,B,Activate
C3b,FDC,Activate
C3b,Erythrocyte,Activate
C3b,Macrophage,Activate
C3b,Neutrophil,Activate
C3b,Macrophage,Activate
C3b,Neutrophil,Activate
C3b,Macrophage,Activate
C3b,Eosinophil,Activate
C3d,B,Activate
C3d,FDC,Activate
C3d,B,Activate
C3dg,B,Activate
C3dg,B,Activate
C3dg,B,Activate
C3dg,FDC,Activate
C3dg,B,Activate
C4bi,Monocyte,Activate
C4bi,B,Activate
C4bi,FDC,Activate
C4bi,Erythrocyte,Activate
C4bi,Macrophage,Activate
C4bi,Neutrophil,Activate
C5a,Macrophage,Activate
C5a,Endothelial,Activate
C5a,Mast,Activate
C5a,Neutrophil,Activate
C5a,Endothelial,Activate
C5a,Mast,Activate
C5a,Endothelial,Activate
C5a,Endothelial,Activate
C5a,Endothelial_vascular,Activate
C5a,Macrophage,Activate
C5a,Mast,Activate
C5a,Mast,Activate
C5a,Mast,Activate
C5a,Monocyte,Activate
C5a,Neutrophil,Activate
C5a,Neutrophil,Activate
C5a,Neutrophil,Activate
C5a,Mast,Activate
CCL11,Basophil,Activate
CCL13,Eosinophil,Activate
CCL19,DC,Activate
CCL2,Macrophage,Activate
CCL2,Basophil,Activate
CCL2,Monocyte,Activate
CCL21,DC,Activate
CCL21,DC,Activate
CCL24,Basophil,Activate
CCL26,Basophil,Activate
CCL3,Macrophage,Activate
CCL4,Macrophage,Activate
CCL5,T,Activate
CCL5,Basophil,Activate
CCL5,Eosinophil,Activate
CCL5,Macrophage,Activate
CCL7,Eosinophil,Activate
CD27L,T,Activate
CD30L,T,Activate
CD30L,B,Activate
CD40L,B,Activate
Chitin,Basophil,Activate
Chitin,Eosinophil,Activate
Chitin,Mast,Activate
Chitin,Epithelial,Activate
CpG DNA,B,Activate
CXCL1,Neutrophil,Activate
CXCL1,Fibroblast,Activate
CXCL11,Macrophage,Activate
CXCL2,Neutrophil,Activate
CXCL2,Fibroblast,Activate
CXCL3,Neutrophil,Activate
CXCL3,Fibroblast,Activate
CXCL7,Neutrophil,Activate
CXCL8,Neutrophil,Activate
IL18,Neutrophil,Activate
CXCL8,Neutrophil,Activate
CXCL8,Neutrophil,Activate
CXCL8,Macrophage,Activate
CXCL9,Macrophage,Activate
DC,T_CD8,Activate
DC,T_CD8,Activate
DC,T_CD4,Activate
DC,T_CD8,Activate
DC,B_memory,Activate
DC,T_CD4,Activate
DC,T_CD8,Activate
DC,T_CD4,Activate
DC,T_CD8,Activate
DC,T_CD4,Activate
DC,T_CD8,Activate
DC,T_CD8,Activate
DC,T_CD8,Activate
DC,T_CD4,Activate
DC,T_CD8,Activate
DC,T_CD4,Activate
DC,T_CD8,Activate
DC,T_CD4,Activate
DC,T_CD8,Activate
DC,T_NKT,Activate
DC,T_CD8,Activate
DC,T_CD8,Activate
DC,T_CD8,Activate
DC,T_CD4,Activate
DC,T_CD4,Activate
DC,T_CD4,Activate
DC,T_CD4,Activate
DC,T_CD4,Activate
DC,T_CD8,Activate
DC,T_CD8,Activate
DC,T_CD4,Activate
DC,T_CD8,Activate
DC,T_CD8,Activate
DC,T_CD4,Activate
DC,T_CD8,Activate
DC,T_CD4,Activate
DC,T_CD4,Activate
DC,T_CD8,Activate
DC,T_CD8,Activate
DC,T_CD4 (effector),Activate
DC,T_CD8,Activate
DC,T_CD8,Activate
DC,T_CD4,Activate
DC,T_CD8,Activate
DC,T_CD4,Activate
DC,B,Activate
DC,T (effector),Activate
DC,T_CD4,Activate
DC,T_CD8,Activate
DC,T_CD8,Activate
DC,T_CD4,Activate
DC,T_CD4,Activate
DC,T_CD8,Activate
DC,T (memory),Activate
dsRNA,DC,Activate
dsRNA,Macrophage,Activate
dsRNA,DC,Activate
dsRNA,Epithelial_intestine,Activate
dsRNA,Macrophage,Activate
dsRNA,DC,Activate
dsRNA,Epithelial_intestine,Activate
Eosinophil peroxidase,Mast,Activate
Epithelial_intestine,IEL_CD8,Activate
Epithelial_intestine,T_gd,Activate
Epithelial_intestine,T_Cytotoxic,Activate
Epithelial_intestine,NK,Activate
Epithelial_intestine,IEL_CD8,Activate
Epithelial_intestine,IEL_CD8_b,Activate
Epithelial_Mucosa,IEL_CD8_b,Activate
Epithelial_Mucosa,IEL_CD8_a,Activate
FDC,B,Activate
Fibroblast,T_gd,Activate
Fibroblast,T_Cytotoxic,Activate
Fibroblast,NK,Activate
Flagellin,Epithelial_intestine,Activate
Flagellin,Macrophage,Activate
Flagellin,DC,Activate
Flagellin,Macrophage,Activate
Flagellin,DC,Activate
Flagellin,Epithelial_intestine,Activate
Flagellin,DC,Activate
Flagellin,DC (CD11b+),Activate
Flagellin,Epithelial_intestine,Activate
Flagellin,DC (CD11b+),Activate
Flagellin ,DC,Activate
GMCSF,Eosinophil,Activate
GMCSF,Eosinophil,Activate
GMCSF,Eosinophil,Activate
GMCSF,Mast,Activate
GMCSF,Basophil,Activate
Heat-shock proteins,T_gd,Activate
Heat-shock proteins,DC,Activate
Histamine,Endothelial_vascular,Activate
Histamine,DC,Activate
Histamine,Th1,Activate
Histamine,Endothelial_vascular,Activate
Histamine,Stromal_PeripheralNerveEndings,Activate
Histamine,Endothelial,Activate
Histamine,Endothelial_vascular,Activate
Histamine,Endothelial_vascular,Activate
Histamine,Endothelial ,Activate
iC3b,B,Activate
iC3b,FDC,Activate
iC3b,Macrophage,Activate
iC3b,Monocyte,Activate
iC3b,Neutrophil,Activate
iC3b,FDC,Activate
iC3b,Macrophage,Activate
iC3b,Monocyte,Activate
iC3b,Neutrophil,Activate
iC3b,DC,Activate
iC3b,Macrophage,Activate
IFNa,NK,Activate
IFNa,NK,Activate
IFNa,pDC,Activate
IFNa,Monocyte,Activate
IFNa,DC,Activate
IFNb,NK,Activate
IFNb,NK,Activate
IFNb,pDC,Activate
IFNg,Macrophage,Activate
IFNg,DC,Activate
IFNg,Macrophage,Activate
IFNg,DC,Activate
IFNg,Macrophage,Activate
IFNg,Macrophage,Activate
IFNg,Macrophage,Activate
IFNg,Macrophage,Activate
IFNg,Macrophage,Activate
IFNg,Macrophage,Activate
IFNg,NK,Activate
IFNg,Macrophage,Activate
IFNg,Macrophage,Activate
IFNg,Epithelial_Mucosa,Activate
IFNg,Macrophage,Activate
IFNg,Macrophage,Activate
IFNg,Macrophage,Activate
IFNg,Macrophage,Activate
IFNg,Macrophage,Activate
IFNg,Macrophage,Activate
IFNg,Macrophage,Activate
IFNg,Macrophage,Activate
IFNg,Macrophage,Activate
IFNg,Endothelial_vascular,Activate
IFNg,Macrophage,Activate
IFNg,Macrophage,Activate
IFNg,Keratinocyte,Activate
IFNg,Keratinocyte,Activate
IFNg,Macrophage,Activate
IFNg,T_reg,Activate
IgA,DC,Activate
IgA,B,Activate
IgA,Macrophage,Activate
IgA,B,Activate
IgA,Eosinophil,Activate
IgA,Macrophage,Activate
IgA,Eosinophil,Activate
IgA,Neutrophil,Activate
IgA,Neutrophil,Activate
IgA,Macrophage,Activate
IgA,Eosinophil,Activate
IgA,Neutrophil,Activate
IgA,Macrophage,Activate
IgA,DC,Activate
IgA ,Macrophage,Activate
IgA1,Macrophage,Activate
IgA1,Neutrophil,Activate
IgA2,Neutrophil,Activate
IgA2,Macrophage,Activate
IgE,Eosinophil,Activate
IgE,Basophil,Activate
IgE,Mast,Activate
IgE,Mast,Activate
IgE,Mast,Activate
IgE,Basophil,Activate
IgE,Mast,Activate
IgE,Basophil,Activate
IgE,Mast,Activate
IgE,Mast,Activate
IgE,Mast,Activate
IgE,Basophil,Activate
IgE,Basophil,Activate
IgE,Mast,Activate
IgE,Mast,Activate
IgE,Mast,Activate
IgE,DC,Activate
IgE,Mast,Activate
IgE,Basophil,Activate
IgE,Eosinophil,Activate
IgE,B,Activate
IgE,Basophil,Activate
IgE,Eosinophil,Activate
IgE,Mast,Activate
IgE,Mast,Activate
IgE,Eosinophil,Activate
IgE,Basophil,Activate
IgE,Eosinophil,Activate
IgE,Mast,Activate
IgE,Basophil,Activate
IgE,Macrophage,Activate
IgE,Neutrophil,Activate
IgE,Mast,Activate
IgE,Mast,Activate
IgE,Basophil,Activate
IgE,Mast,Activate
IgE,Eosinophil,Activate
IgE,Mast,Activate
IgE,Mast,Activate
IgE,Mast,Activate
IgE,Basophil,Activate
IgE,Mast,Activate
IgE,Mast,Activate
IgE,Mast,Activate
IgG,Mast,Activate
IgG,Mast,Activate
IgG,Mast,Activate
IgG,NK,Activate
IgG,NK,Activate
IgG,Macrophage,Activate
IgG,Neutrophil,Activate
IgG,Eosinophil,Activate
IgG,Neutrophil,Activate
IgG,Macrophage,Activate
IgG,Eosinophil,Activate
IgG,Macrophage,Activate
IgG,Neutrophil,Activate
IgG,NK,Activate
IgG,Neutrophil,Activate
IgG,Macrophage,Activate
IgG,Eosinophil,Activate
IgG1,Macrophage,Activate
IgG1,Neutrophil,Activate
IgG1,Eosinophil,Activate
IgG1,Eosinophil,Activate
IgG1,Macrophage,Activate
IgG1,Neutrophil,Activate
IgG1,Platelet,Activate
IgG1,Langerhans,Activate
IgG1,NK,Activate
IgG1,Eosinophil,Activate
IgG1,Macrophage,Activate
IgG1,Neutrophil,Activate
IgG1,Mast,Activate
IgG1,NK,Activate
IgG1,Macrophage,Activate
IgG1,Neutrophil,Activate
IgG1,Macrophage,Activate
IgG1,Neutrophil,Activate
IgG1,NK,Activate
IgG1,Macrophage,Activate
IgG3,NK,Activate
IgG3,Macrophage,Activate
IgG3,Neutrophil,Activate
IgG3,Neutrophil,Activate
IgG3,Macrophage,Activate
IgG3,NK,Activate
IgM,Macrophage,Activate
IgM,B,Activate
IgM,Macrophage,Activate
IgM,B,Activate
IL1,Macrophage,Activate
IL1,Neutrophil,Activate
IL1,IEL_CD8,Activate
IL1,Th17,Activate
IL1,ILC3,Activate
IL1,Th17,Activate
IL1,Macrophage,Activate
IL10,B,Activate
IL10,B,Activate
IL10,Mast,Activate
IL12,NK,Activate
IL12,NK,Activate
IL12,NK,Activate
IL12,NK,Activate
IL12,pDC,Activate
IL12,ILC1,Activate
IL12,NK,Activate
IL12,ILC1,Activate
IL12,ILC1,Activate
IL12,ILC1,Activate
IL12,ILC1,Activate
IL12,Th1,Activate
IL12,Th1,Activate
IL12,Th1,Activate
IL12,Th1,Activate
IL12,Th1,Activate
IL12,Th1,Activate
IL12,ILC1,Activate
IL12,Th1,Activate
IL12,Th1,Activate
IL12,T_CD8,Activate
IL12,ILC3,Activate
IL12,NK,Activate
IL12,NK,Activate
IL12,NK,Activate
IL12,NK,Activate
IL12,T_CD8,Activate
IL12,Th1,Activate
IL12,Th1,Activate
IL12,Th1,Activate
IL12 ,T_CD8,Activate
IL13,Macrophage_marginalzone,Activate
IL13,Goblet,Activate
IL13,DC,Activate
IL13,Epithelial_intestine,Activate
IL13,Macrophage,Activate
IL13,Macrophage,Activate
IL13,Basophil,Activate
IL13,Eosinophil,Activate
IL13,Goblet,Activate
IL13,DC,Activate
IL13,Smooth muscle,Activate
IL13,Epithelial_Mucosa,Activate
IL13,Goblet,Activate
IL13,Epithelial_Mucosa,Activate
IL13,Smooth muscle,Activate
IL13,M2,Activate
IL13,Smooth muscle,Activate
IL13,Th2,Activate
IL13,Goblet,Activate
IL15,Epithelial_intestine,Activate
IL15,NK,Activate
IL15,T,Activate
IL15,IEL_CD8_b,Activate
IL15,DC,Activate
IL15,Epithelial_intestine,Activate
IL17,Epithelial,Activate
IL17,Myeloid,Activate
IL17,Stromal ,Activate
IL17,Epithelial,Activate
IL17,Epithelial ,Activate
IL17,Fibroblast,Activate
IL17,Epithelial,Activate
IL17,Epithelial_barrier,Activate
IL17,Fibroblast,Activate
IL17,Keratinocyte,Activate
IL17,Epithelial,Activate
IL17,Epithelial_barrier,Activate
IL17,Myeloid,Activate
IL17,Stromal,Activate
IL17,Stromal,Activate
IL17,Epithelial_barrier,Activate
IL17,Stromal,Activate
IL17,Stromal,Activate
IL17,Keratinocyte,Activate
IL17,Stromal,Activate
IL17A,Endothelial,Activate
IL17A,Epithelial,Activate
IL17A,Fibroblast,Activate
IL17F,Endothelial,Activate
IL17F,Epithelial,Activate
IL17F,Fibroblast,Activate
IL18,T,Activate
IL18,NK,Activate
IL18,NK,Activate
IL18,pDC,Activate
IL18,ILC1,Activate
IL18,ILC1,Activate
IL18,ILC1,Activate
IL18,Th1,Activate
IL18,ILC1,Activate
IL18,Th1,Activate
IL18,T_CD8,Activate
IL18,NK,Activate
IL18,T_CD8,Activate
IL18,T_CD8,Activate
IL19,Monocyte,Activate
IL1a,Macrophage,Activate
IL1a,T,Activate
IL1b,Macrophage,Activate
IL1b,T,Activate
IL1b,Endothelial_vascular,Activate
IL1b,ILC3,Activate
IL1b,Hepatocyte,Activate
IL1b,Hepatocyte,Activate
IL1b,ILC3,Activate
IL2,T,Activate
IL2,T_CD4,Activate
IL2,T_reg,Activate
IL2,B,Activate
IL2,NK,Activate
IL2,T_CD8,Activate
IL2,T_CD8,Activate
IL20,Keratinocyte,Activate
IL21,T,Activate
IL21,NK,Activate
IL21,B,Activate
IL21,B,Activate
IL21,B,Activate
IL21,B,Activate
IL21,B,Activate
IL21,Tfh,Activate
IL21,B,Activate
IL21,T,Activate
IL22,Hepatocyte,Activate
IL22,Epithelial_barrier,Activate
IL22,Epithelial,Activate
IL22,Epithelial_barrier,Activate
IL22,Epithelial_barrier,Activate
IL22,Goblet,Activate
IL22,Epithelial_intestine,Activate
IL22,Epithelial_intestine,Activate
IL22,Paneth,Activate
IL22,Epithelial_intestine,Activate
IL22,Epithelial_barrier,Activate
IL22,Paneth,Activate
IL22,Epithelial_intestine,Activate
IL22,Epithelial_barrier,Activate
IL22,Epithelial_barrier,Activate
IL22,Epithelial,Activate
IL22,Epithelial_barrier,Activate
IL23,Th17_memory,Activate
IL23,ILC3,Activate
IL23,Th17,Activate
IL23,Th17,Activate
IL23,ILC3,Activate
IL23,ILC3,Activate
IL23,ILC3,Activate
IL23,LTi,Activate
IL23,Th17,Activate
IL23,Th17,Activate
IL23,Th17,Activate
IL23,Th17,Activate
IL23,ILC3,Activate
IL23,Th17,Activate
IL23,Th1,Activate
IL23,ILC3,Activate
IL23,ILC3,Activate
IL25,Th2,Activate
IL25,ILC2,Activate
IL25,ILC2,Activate
IL25,ILC2,Activate
IL25,ILC2,Activate
IL25,Mast,Activate
IL26,Epithelial,Activate
IL27,T,Activate
IL3,Eosinophil,Activate
IL3,Hematopoietic,Activate
IL3,Mast,Activate
IL3,Mast,Activate
IL3,Eosinophil,Activate
IL3,Eosinophil,Activate
IL3,Mast,Activate
IL3,Basophil,Activate
IL31,Th2,Activate
IL32,Unknown,Activate
IL33,Th2,Activate
IL33,ILC2,Activate
IL33,Th2,Activate
IL33,ILC2,Activate
IL33,ILC2,Activate
IL33,ILC2,Activate
IL33,Th2,Activate
IL33,ILC2,Activate
IL33,Th2,Activate
IL33,ILC2,Activate
IL33,Mast,Activate
IL33,Th2,Activate
IL36,DC,Activate
IL36,Macrophage,Activate
IL4,B,Activate
IL4,Mast,Activate
IL4,Basophil,Activate
IL4,B,Activate
IL4,Macrophage_marginalzone,Activate
IL4,Mast,Activate
IL4,Macrophage,Activate
IL4,M2,Activate
IL4,Mast,Activate
IL4,Th2,Activate
IL5,Eosinophil,Activate
IL5,B,Activate
IL5,Eosinophil,Activate
IL5,Eosinophil,Activate
IL5,Basophil,Activate
IL5,Eosinophil,Activate
IL5,Eosinophil,Activate
IL5,Eosinophil,Activate
IL5,Eosinophil,Activate
IL5,Eosinophil,Activate
IL5,Mast,Activate
IL5,Basophil,Activate
IL6,B,Activate
IL6,pDC,Activate
IL6,B_Plasma,Activate
IL6,Macrophage,Activate
IL6,Hepatocyte,Activate
IL6,Hepatocyte,Activate
IL6,Fibroblast,Activate
IL9,ILC2,Activate
IL9,Mast,Activate
IL9,Th2,Activate
IL9,Mast,Activate
IL9,Mast,Activate
Kynurenine,ILC3,Activate
Langerhans,Th1,Activate
Leukotriene B4,Endothelial,Activate
Leukotriene C4,Endothelial_vascular,Activate
Leukotriene C4,Smooth muscle,Activate
Leukotriene D4,Endothelial_vascular,Activate
Leukotriene D4,Smooth muscle,Activate
Leukotriene E4,Endothelial_vascular,Activate
Leukotriene E4,Smooth muscle,Activate
Leukotrienes,Smooth muscle,Activate
Leukotrienes,Endothelial_vascular,Activate
LIGHT,DC,Activate
Lipomannans,Basophil,Activate
Lipomannans,DC,Activate
Lipomannans,Eosinophil,Activate
Lipomannans,Mast,Activate
Lipomannans,Monocyte,Activate
Lipoproteins,Basophil,Activate
Lipoproteins,Basophil,Activate
Lipoproteins,DC,Activate
Lipoproteins,DC,Activate
Lipoproteins,Eosinophil,Activate
Lipoproteins,Eosinophil,Activate
Lipoproteins,Macrophage,Activate
Lipoproteins,Mast,Activate
Lipoproteins,Mast,Activate
Lipoproteins,Monocyte,Activate
Lipoteichoic acids,Basophil,Activate
Lipoteichoic acids,Basophil,Activate
Lipoteichoic acids,DC,Activate
Lipoteichoic acids,DC,Activate
Lipoteichoic acids,Eosinophil,Activate
Lipoteichoic acids,Eosinophil,Activate
Lipoteichoic acids,Macrophage,Activate
Lipoteichoic acids,Mast,Activate
Lipoteichoic acids,Mast,Activate
Lipoteichoic acids,Monocyte,Activate
Lipoteichoic acids,Macrophage,Activate
Lipoteichoic acids,DC,Activate
Lipoteichoic acids,Mast,Activate
Lipoteichoic acids,Eosinophil,Activate
LPS,B,Activate
LPS,DC,Activate
LPS,Macrophage,Activate
LPS,Macrophage,Activate
LPS,DC,Activate
LPS,Mast,Activate
LPS,Eosinophil,Activate
LPS,DC,Activate
LPS,Endothelial,Activate
LPS,B,Activate
LPS,Macrophage,Activate
