Source_Name,Target_Name,Edge_Effect
IEL_CD8_b,Keratinocyte growth factor,Secrete
ILC1,IFNg,Secrete
ILC1,IFNg,Secrete
ILC1,IFNg,Secrete
ILC1,IFNg,Secrete
ILC1,IFNg,Secrete
ILC1,IFNg,Secrete
ILC1,IFNg,Secrete
ILC1,IFNg,Secrete
ILC1,IFNg,Secrete
ILC1,IFNg,Secrete
ILC1,IFNg,Secrete
ILC1,IFNg,Secrete
ILC2,IL4,Secrete
ILC2,IL5,Secrete
ILC2,IL9,Secrete
ILC2,IL13,Secrete
ILC2,IL5,Secrete
ILC2,IL13,Secrete
ILC2,IL4,Secrete
ILC2,IL5,Secrete
ILC2,IL13,Secrete
ILC2,IL4,Secrete
ILC2,IL17,Secrete
ILC2,IL22,Secrete
ILC2,IL13,Secrete
ILC2,IL5,Secrete
ILC2,IL13,Secrete
ILC2,IL13,Secrete
ILC2,IL5,Secrete
ILC2,IL13,Secrete
ILC2,IL5,Secrete
ILC2,IL13,Secrete
ILC2,IL13,Secrete
ILC2,IL5,Secrete
ILC2,IL13,Secrete
ILC2,IL5,Secrete
ILC2,IL13,Secrete
ILC2,IL4,Secrete
ILC2,IL5,Secrete
ILC2,IL13,Secrete
ILC3,IL22,Secrete
ILC3,IL17,Secrete
ILC3,IL17,Secrete
ILC3,IL22,Secrete
ILC3,IL17,Secrete
ILC3,IL22,Secrete
ILC3,CCL20,Secrete
ILC3,IL22,Secrete
ILC3,IL17,Secrete
ILC3,IL22,Secrete
ILC3,IL22,Secrete
ILC3,IL22,Secrete
ILC3,IFNg,Secrete
ILC3,IL17,Secrete
ILC3,IL17,Secrete
ILC3,IL22,Secrete
ILC3,IL22,Secrete
ILC3,IL17,Secrete
ILC3,IL22,Secrete
ILC3,IL22,Secrete
ILC3,IL17F,Secrete
ILC3,IL17A,Secrete
ILC3,LTb,Secrete
Keratinocyte,CCL2,Secrete
Keratinocyte,Cathelicidins,Secrete
Keratinocyte,CCL27,Secrete
Keratinocyte,IL1,Secrete
Keratinocyte,IL6,Secrete
Keratinocyte,TNFa,Secrete
Keratinocyte,GMCSF,Secrete
Keratinocyte,CXCL8,Secrete
Keratinocyte,CXCL11,Secrete
Keratinocyte,CXCL10,Secrete
Keratinocyte,CXCL9,Secrete
Keratinocyte,IL1,Secrete
Keratinocyte,TNFa,Secrete
Keratinocyte,CXCL8,Secrete
Keratinocyte,CXCL9,Secrete
Keratinocyte,CXCL11,Secrete
Keratinocyte,IL35,Secrete
LTi,IL22,Secrete
LTi,IL17,Secrete
M1,NO,Secrete
M2,Ornithine,Secrete
M2,Proline,Secrete
Macrophage,IL1a,Secrete
Macrophage,IL18,Secrete
Macrophage,Lysozyme,Secrete
Macrophage,Secretory phospholipase A2,Secrete
Macrophage,Antimicrobial peptides,Secrete
Macrophage,Cathelicidins,Secrete
Macrophage,ROS,Secrete
Macrophage,NO,Secrete
Macrophage,Cathelicidins,Secrete
Macrophage,Lysozyme,Secrete
Macrophage,Macrophage elastase-derived peptide,Secrete
Macrophage,TNFa,Secrete
Macrophage,Prostaglandins,Secrete
Macrophage,Leukotrienes,Secrete
Macrophage,Platelet-Activating Factor,Secrete
Macrophage,IL6,Secrete
Macrophage,TNFa,Secrete
Macrophage,IL1b,Secrete
Macrophage,CXCL8,Secrete
Macrophage,IL12,Secrete
Macrophage,CCL4,Secrete
Macrophage,CXCL8,Secrete
Macrophage,CCL2,Secrete
Macrophage,TNFa,Secrete
Macrophage,CXCL8,Secrete
Macrophage,TNFa,Secrete
Macrophage,TNFa,Secrete
Macrophage,TNFa,Secrete
Macrophage,IL6,Secrete
Macrophage,IL12,Secrete
Macrophage,IL18,Secrete
Macrophage,IL12,Secrete
Macrophage,IL18,Secrete
Macrophage,IL10,Secrete
Macrophage,IL12,Secrete
Macrophage,IL12,Secrete
Macrophage,IL12,Secrete
Macrophage,IL18,Secrete
Macrophage,IL12,Secrete
Macrophage,IL18,Secrete
Macrophage,TNFa,Secrete
Macrophage,TNFa,Secrete
Macrophage,NO,Secrete
Macrophage,Superoxide,Secrete
Macrophage,IL10,Secrete
Macrophage,IL10,Secrete
Macrophage,IL12,Secrete
Macrophage,BAFF,Secrete
Macrophage,APRIL,Secrete
Macrophage,IL1,Secrete
Macrophage,TNFa,Secrete
Macrophage,NO,Secrete
Macrophage,IL6,Secrete
Macrophage,IL1a,Secrete
Macrophage,IL1b,Secrete
Macrophage,GMCSF,Secrete
Macrophage,IL10,Secrete
Macrophage,IL12,Secrete
Macrophage,IL1RA,Secrete
Macrophage,IL18,Secrete
Macrophage,IL27,Secrete
Macrophage,IL23,Secrete
Macrophage,TWEAK,Secrete
Macrophage,TNFa,Secrete
Macrophage,OSM,Secrete
Macrophage,IL1,Secrete
Macrophage,IL17,Secrete
Macrophage,TNFa,Secrete
Macrophage ,IL6,Secrete
Mast,Prostaglandins,Secrete
Mast,Leukotrienes,Secrete
Mast,Thromboxanes,Secrete
Mast,Platelet-Activating Factor,Secrete
Mast,Histamine,Secrete
Mast,TNFa,Secrete
Mast,Histamine,Secrete
Mast,TNFa,Secrete
Mast,Cathelicidins,Secrete
Mast,CCL3,Secrete
Mast,Histamine,Secrete
Mast,IL33,Secrete
Mast,IL4,Secrete
Mast,Prostaglandins,Secrete
Mast,Leukotrienes,Secrete
Mast,MMCP1,Secrete
Mast,IL4,Secrete
Mast,IL4,Secrete
Mast,Histamine,Secrete
Mast,TNFa,Secrete
Mast,MMCP,Secrete
Mast,IL4,Secrete
Mast,Histamine,Secrete
Mast,Serine esterases,Secrete
Mast,Chymase,Secrete
Mast,Tryptase,Secrete
Mast,Histamine,Secrete
Mast,Heparin,Secrete
Mast,TNFa,Secrete
Mast,Prostaglandin D2,Secrete
Mast,Leukotriene C4,Secrete
Mast,Prostaglandin E2,Secrete
Mast,Leukotriene D4,Secrete
Mast,Leukotriene E4,Secrete
Mast,IL4,Secrete
Mast,IL13,Secrete
Mast,IL33,Secrete
Mast,Tryptase,Secrete
Mast,Chymase,Secrete
Mast,Cathepsin G,Secrete
Mast,Carboxypeptidase,Secrete
Mast,IL3,Secrete
Mast,IL5,Secrete
Mast,GMCSF,Secrete
Mast,CCL3,Secrete
Mast,Platelet-Activating Factor,Secrete
Mast,IL10,Secrete
Mast,TNFa,Secrete
Mast,IL4,Secrete
Mast,Histamine,Secrete
Mast,Histamine,Secrete
Mast,Histamine,Secrete
Mast,Prostaglandins,Secrete
Mast,Leukotrienes,Secrete
Mast,Platelet-Activating Factor,Secrete
Mast,Histamine,Secrete
Mast,Leukotrienes,Secrete
Mast,Histamine,Secrete
Mast,IL4,Secrete
Mast,IL5,Secrete
Mast,IL25,Secrete
Mast,IL16,Secrete
Mast,CD40L,Secrete
Mast,Prostaglandin D2,Secrete
Mast,Leukotriene C4,Secrete
Mast,TNFa,Secrete
Mast,Histamine,Secrete
Mast,Prostaglandin D2,Secrete
Mast,CGRP,Secrete
Mast,VEGF,Secrete
Mast,Histamine,Secrete
Mast,Prostaglandins,Secrete
MCct,Chymase,Secrete
MCct,Carboxypeptidase,Secrete
MCct,Cathepsin G,Secrete
Mct,Tryptase,Secrete
Microglia,CX3CL1,Secrete
Monocyte,CCL4,Secrete
Monocyte,CCL3,Secrete
Monocyte,CX3CL1,Secrete
Monocyte,CXCL8,Secrete
Monocyte,CXCL1,Secrete
Monocyte,CXCL2,Secrete
Monocyte,CXCL3,Secrete
Monocyte,CCL2,Secrete
Monocyte,IL1,Secrete
Monocyte,IL6,Secrete
Monocyte,GCSF,Secrete
Monocyte,IL1RA,Secrete
Monocyte,IL24,Secrete
Monocyte,IL20,Secrete
Monocyte,IL27,Secrete
Monocyte,IL19,Secrete
Monocyte,IL32,Secrete
Monocyte,IL6,Secrete
Monocyte,TNFa,Secrete
Monocyte,Trail,Secrete
Monocyte,TGFb,Secrete
Monocyte,IL35,Secrete
Monocyte,IL37,Secrete
Myeloid,NO,Secrete
Myeloid,TNFa,Secrete
Myeloid,IL6,Secrete
Myeloid,TNFa,Secrete
Myeloid,NO,Secrete
Myeloid,GCSF,Secrete
Myeloid,Cytokines,Secrete
Neutrophil,Lysozyme,Secrete
Neutrophil,Secretory phospholipase A2,Secrete
Neutrophil,Antimicrobial peptides,Secrete
Neutrophil,a-defensin,Secrete
Neutrophil,Cathelicidins,Secrete
Neutrophil,Properdin,Secrete
Neutrophil,ROS,Secrete
Neutrophil,NO,Secrete
Neutrophil,HNP1-4,Secrete
Neutrophil,HBD4,Secrete
Neutrophil,Azurocidin,Secrete
Neutrophil,Bacterial permeability inducing protein,Secrete
Neutrophil,Lactoferrin,Secrete
Neutrophil,Lysozyme,Secrete
Neutrophil,Prostaglandins,Secrete
Neutrophil,Leukotrienes,Secrete
Neutrophil,Platelet-Activating Factor,Secrete
Neutrophil,CCL4,Secrete
Neutrophil,Calprotectin,Secrete
Neutrophil,IFNg,Secrete
Neutrophil,IL1RA,Secrete
Neutrophil,IL22,Secrete
Neutrophil,IL17F,Secrete
Neutrophil,IL17A,Secrete
NK,IFNg,Secrete
NK,Perforin,Secrete
NK,Granzymes,Secrete
NK,Perforin,Secrete
NK,Granzymes,Secrete
NK,IFNg,Secrete
NK,IFNg,Secrete
NK,TNFa,Secrete
NK,GMCSF,Secrete
NK,CCL3,Secrete
NK,CCL4,Secrete
NK,CCL5,Secrete
NK,IFNg,Secrete
NK,IFNg,Secrete
NK,IFNg,Secrete
NK,IFNg,Secrete
NK,IFNg,Secrete
NK,IFNg,Secrete
NK,Granzymes,Secrete
NK,IFNg,Secrete
NK,IFNg,Secrete
NK,IFNg,Secrete
NK,IFNg,Secrete
NK,Perforin,Secrete
NK,IFNg,Secrete
NK,IL22,Secrete
NK,IL17F,Secrete
NK,IL26,Secrete
NK,IL17A,Secrete
NK,IL32,Secrete
NK,IFNg,Secrete
NK,TNFa,Secrete
Paneth,Lysozyme,Secrete
Paneth,Secretory phospholipase A2,Secrete
Paneth,Cryptdins,Secrete
Paneth,a-defensin,Secrete
Paneth,b-defensin,Secrete
Paneth,RegIIIg,Secrete
Paneth,Defensins,Secrete
Paneth,RegIIIg,Secrete
Paneth,Defensins,Secrete
pDC,IFNa,Secrete
pDC,IFNb,Secrete
pDC,IL6,Secrete
pDC,IL12,Secrete
pDC,IL18,Secrete
pDC,IFNa,Secrete
pDC,IFNb,Secrete
pDC,IL12,Secrete
pDC,IFNa,Secrete
pDC,IFNa,Secrete
Platelet,CCL5,Secrete
Platelet,CXCL7,Secrete
Stromal,TSLP,Secrete
Stromal,Prostaglandin E2,Secrete
Stromal,CCL21,Secrete
Stromal,CCL21,Secrete
Stromal,GCSF,Secrete
Stromal,GCSF,Secrete
Stromal,CXCL8,Secrete
Stromal,CXCL2,Secrete
Stromal ,Retinoic acid,Secrete
Stromal_LN,CXCL13,Secrete
Stromal_LN,CCL21,Secrete
Stromal_LN,CXCL13,Secrete
Stromal_LN,CCL21,Secrete
Stromal_LN,CCL21,Secrete
Stromal_LN,CCL21,Secrete
Stromal_LN,BAFF,Secrete
Stromal_LN,CXCL12,Secrete
Stromal_LN,CCL19,Secrete
Stromal_LN,CCL21,Secrete
Stromal_LN,CXCL13,Secrete
Stromal_LN,CCL21,Secrete
Stromal_LN,CCL19,Secrete
T,IL2,Secrete
T,CCL3,Secrete
T,CCL5,Secrete
T,CXCL9,Secrete
T,CXCL10,Secrete
T,CXCL11,Secrete
T,BAFF,Secrete
T,APRIL,Secrete
T,IL6,Secrete
T,IL4,Secrete
T,MCSF,Secrete
T,GMCSF,Secrete
T,IL3,Secrete
T,IL10,Secrete
T,IFNg,Secrete
T,IL5,Secrete
T,IL9,Secrete
T,IL2,Secrete
T,IL13,Secrete
T,IL24,Secrete
T,IL16,Secrete
T,IL32,Secrete
T,IFNg,Secrete
T,APRIL,Secrete
T,CD40L,Secrete
T,Trail,Secrete
T,FasL,Secrete
T,LTa,Secrete
T,TGFb,Secrete
T,TNFa,Secrete
T,LTb,Secrete
T,41BBL,Secrete
T,LIGHT,Secrete
T,MIF,Secrete
T,OPGL,Secrete
T,CD30L,Secrete
T,CD27L,Secrete
T,OSM,Secrete
T,OPGL,Secrete
T (Effector Memory),IFNg,Secrete
T (Effector Memory),IL4,Secrete
T (Effector Memory),IL5,Secrete
T (Effector Memory),IFNg,Secrete
T (Effector Memory),IL4,Secrete
T (Effector Memory),IL5,Secrete
T (memory),IFNg,Secrete
T (memory),TNFa,Secrete
T (memory),IL2,Secrete
T (memory),IFNg,Secrete
T (memory),IL17,Secrete
T_CD4,IL2,Secrete
T_CD4,IL2,Secrete
T_CD4,IL2,Secrete
T_CD4,IFNg,Secrete
T_CD4 (effector),GMCSF,Secrete
T_CD4 (effector),IL2,Secrete
T_CD4 (effector),IL2,Secrete
T_CD4 (effector),IL2,Secrete
T_CD4 (effector),IL10,Secrete
T_CD4 (effector),IL17,Secrete
T_CD4 (effector),IL17,Secrete
T_CD4 (effector),IFNg,Secrete
T_CD4 (effector),TNFa,Secrete
T_CD8,IL2,Secrete
T_CD8,IL2,Secrete
T_CD8,IL2,Secrete
T_CD8,IL2,Secrete
T_CD8,IL2,Secrete
T_CD8,IL2,Secrete
T_CD8,IFNg,Secrete
T_CD8,IFNg,Secrete
T_CD8,IFNg,Secrete
T_CD8,IFNg,Secrete
T_CD8,IFNg,Secrete
T_CD8,IFNg,Secrete
T_CD8,IFNg,Secrete
T_CD8,IL17F,Secrete
T_CD8,IL17A,Secrete
T_Cytotoxic,Perforin,Secrete
T_Cytotoxic,Granzymes,Secrete
T_Cytotoxic,IFNg,Secrete
T_Cytotoxic,Perforin,Secrete
T_Cytotoxic,Granzymes,Secrete
T_Cytotoxic,IFNg,Secrete
T_Cytotoxic,LTa,Secrete
T_Cytotoxic,TNFa,Secrete
T_Cytotoxic,IFNg,Secrete
T_Cytotoxic,LTa,Secrete
T_Cytotoxic,IL10,Secrete
T_Cytotoxic,IL3,Secrete
T_Cytotoxic,TNFa,Secrete
T_Cytotoxic,GMCSF,Secrete
T_Cytotoxic,Perforin,Secrete
T_Cytotoxic,Granzymes,Secrete
T_Cytotoxic,Granulysin,Secrete
T_Cytotoxic,Perforin,Secrete
T_Cytotoxic,Granzymes,Secrete
T_Cytotoxic,IFNg,Secrete
T_Cytotoxic,TNFa,Secrete
T_Cytotoxic,LTa,Secrete
T_Cytotoxic,IFNg,Secrete
T_Cytotoxic,IFNg,Secrete
T_gd,IL17,Secrete
T_gd,IFNg,Secrete
T_gd,IL4,Secrete
T_gd,IFNg,Secrete
T_gd,IFNg,Secrete
T_gd,IL22,Secrete
T_gd,IL17F,Secrete
T_gd,IL17A,Secrete
T_reg,TGFb,Secrete
T_reg,IL10,Secrete
T_reg,TGFb,Secrete
T_reg,TGFb,Secrete
T_reg,TGFb,Secrete
T_reg,TGFb,Secrete
T_reg,IL10,Secrete
T_reg,IL10,Secrete
T_reg,TGFb,Secrete
T_reg,IL35,Secrete
T_reg,TGFb,Secrete
T_reg,IL10,Secrete
T_reg,IL10,Secrete
T_reg,IL10,Secrete
T_reg,TGFb,Secrete
T_reg,IL10,Secrete
T_reg,IL10,Secrete
T_reg,IL10,Secrete
T_reg,IL10,Secrete
T_reg,TGFb,Secrete
T_reg,IL10,Secrete
T_reg,TGFb,Secrete
T_reg,IL10,Secrete
T_reg,TGFb,Secrete
T_reg,IL35,Secrete
T_reg_i,TGFb,Secrete
T_reg_i,IL10,Secrete
T_reg_i,IL10,Secrete
T_reg_n,TGFb,Secrete
T_reg_n,IL10,Secrete
Tfh,IL21,Secrete
Tfh,IL17,Secrete
Tfh,IL17,Secrete
Tfh,IL22,Secrete
Tfh,IFNg,Secrete
Tfh,IL4,Secrete
Tfh,IL17,Secrete
Tfh,IL21,Secrete
Tfh,IFNg,Secrete
Tfh,IL4,Secrete
Tfh,IL21,Secrete
Tfh,IL6,Secrete
Tfh,TGFb,Secrete
Tfh,IFNg,Secrete
Tfh,IL4,Secrete
Tfh,IL21,Secrete
Tfh,IL6,Secrete
Tfh,TGFb,Secrete
Tfh,IFNg,Secrete
Tfh,IL4,Secrete
Tfh,IL4,Secrete
Tfh,IL21,Secrete
Tfh,IL4,Secrete
Tfh,IFNg,Secrete
Tfh,IL6,Secrete
Tfh,IL21,Secrete
Tfh,IL21,Secrete
Tfh,IL21,Secrete
Tfh,IL4,Secrete
Tfh,IFNg,Secrete
Tfh,IL4,Secrete
Tfh,IL21,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IL10,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IL3,Secrete
Th1,GMCSF,Secrete
Th1,IFNg,Secrete
Th1,GMCSF,Secrete
Th1,TNFa,Secrete
Th1,IL3,Secrete
Th1,LTa,Secrete
Th1,CXCL2,Secrete
Th1,IL2,Secrete
Th1,IFNg,Secrete
Th1,LTa,Secrete
Th1,IL10,Secrete
Th1,IL3,Secrete
Th1,TNFa,Secrete
Th1,GMCSF,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IL3,Secrete
Th1,GMCSF,Secrete
Th1,TNFa,Secrete
Th1,LTa,Secrete
Th1,CCL2,Secrete
Th1,IFNg,Secrete
Th1,IL2,Secrete
Th1,IL3,Secrete
Th1,GMCSF,Secrete
Th1,TNFa,Secrete
Th1,LTa,Secrete
Th1,IL2,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,TNFa,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,IFNg,Secrete
Th1,LTa,Secrete
Th1,TNFa,Secrete
Th1,IFNg,Secrete
Th1,IL3,Secrete
Th1,GMCSF,Secrete
Th1,TNFa,Secrete
Th1,LTa,Secrete
Th1,IFNg,Secrete
Th1,IL20,Secrete
Th17,IL17,Secrete
Th17,IL21,Secrete
Th17,IL22,Secrete
Th17,IL17,Secrete
Th17,IL22,Secrete
Th17,IL17,Secrete
Th17,IL17,Secrete
Th17,IL10,Secrete
Th17,IL3,Secrete
Th17,GMCSF,Secrete
Th17,IL17,Secrete
Th17,IL22,Secrete
Th17,IL3,Secrete
Th17,TNFa,Secrete
Th17,CCL20,Secrete
Th17,IL17,Secrete
Th17,IL22,Secrete
Th17,IL10,Secrete
Th17,IL3,Secrete
Th17,TNFa,Secrete
Th17,GMCSF,Secrete
Th17,IL17,Secrete
Th17,IL22,Secrete
Th17,IL22,Secrete
Th17,IL22,Secrete
ILC3,IL22,Secrete
Th17,IL17,Secrete
Th17,CCL20,Secrete
Th17,IL22,Secrete
Th17,IL22,Secrete
Th17,IL22,Secrete
Th17,IL17,Secrete
Th17,IL22,Secrete
Th17,IL17,Secrete
Th17,IL22,Secrete
Th17,IFNg,Secrete
Th17,IL17,Secrete
Th17,IL22,Secrete
Th17,CCL20,Secrete
Th17,IL17,Secrete
Th17,IL17,Secrete
Th17,IL22,Secrete
Th17,IL22,Secrete
Th17,IL17,Secrete
Th17,IL17,Secrete
Th17,IL22,Secrete
Th17,IL17,Secrete
Th17,IL22,Secrete
Th17,IL17,Secrete
Th17,IL22,Secrete
Th17,Cytokines,Secrete
Th17,IL22,Secrete
Th17,IL17F,Secrete
Th17,IL26,Secrete
Th17,IL17A,Secrete
Th17,IL17,Secrete
Th2,IL4,Secrete
Th2,IL5,Secrete
Th2,IL13,Secrete
Th2,IL4,Secrete
Th2,IL5,Secrete
Th2,IL13,Secrete
Th2,IL4,Secrete
Th2,IL13,Secrete
Th2,IL4,Secrete
Th2,IL4,Secrete
Th2,IL4,Secrete
Th2,IL10,Secrete
Th2,IL4,Secrete
Th2,IL4,Secrete
Th2,IL4,Secrete
Th2,IL5,Secrete
Th2,IL9,Secrete
Th2,IL13,Secrete
Th2,IL3,Secrete
Th2,GMCSF,Secrete
Th2,IL3,Secrete
Th2,GMCSF,Secrete
Th2,IL10,Secrete
Th2,TGFb,Secrete
Th2,CCL11,Secrete
Th2,CCL17,Secrete
Th2,IL4,Secrete
Th2,IL5,Secrete
Th2,IL13,Secrete
Th2,IL10,Secrete
Th2,IL3,Secrete
Th2,TNFa,Secrete
Th2,GMCSF,Secrete
Th2,IL5,Secrete
Th2,IL4,Secrete
Th2,IL4,Secrete
Th2,IL13,Secrete
Th2,IL5,Secrete
Th2,IL3,Secrete
Th2,IL9,Secrete
Th2,IL13,Secrete
Th2,IL4,Secrete
Th2,IL13,Secrete
Th2,IL5,Secrete
Th2,IL13,Secrete
Th2,IL5,Secrete
Th2,IL13,Secrete
Th2,IL13,Secrete
Th2,IL13,Secrete
Th2,IL4,Secrete
Th2,IL13,Secrete
Th2,IL5,Secrete
Th2,IL3,Secrete
Th2,IL9,Secrete
Th2,IL4,Secrete
Th2,IL13,Secrete
Th2,IL4,Secrete
Th2,IL5,Secrete
Th2,IL9,Secrete
Th2,IL13,Secrete
Th2,IL4,Secrete
Th2,IL13,Secrete
Th2,IL5,Secrete
Th2,GMCSF,Secrete
Th2,IL21,Secrete
Th2,IL31,Secrete
Th2,IL25,Secrete
Th2,IL4,Secrete
Th2,IL5,Secrete
Th2,IL13,Secrete
Th22,IL22,Secrete
Tumor,TGFb,Secrete
Tumor,IL10,Secrete
Tumor,IDO,Secrete
Tumor,IL10,Secrete
Tumor,IDO,Secrete
Unknown,CXCL13,Secrete
APRIL,B,Survive
APRIL,B,Survive
B,T,Survive
B,DC,Survive
BAFF,B,Survive
BAFF,B,Survive
BAFF,B,Survive
DC,T (effector),Survive
DC,B,Survive
IL1,Th17,Survive
IL10,T_reg,Survive
IL15,T_CD8_memory,Survive
IL15,T_CD8_memory,Survive
IL15,T (naive),Survive
IL15,T (naive),Survive
IL15,T (memory),Survive
IL16,T,Survive
IL16,T,Survive
IL2,T_reg,Survive
IL2,T,Survive
IL2,T_reg,Survive
IL2,T_CD4,Survive
IL2,T_CD8,Survive
IL2,T_CD8 ,Survive
IL21,B,Survive
IL21,B,Survive
IL23,Th17,Survive
IL4,T,Survive
IL6,Th17,Survive
IL6,B_Plasma,Survive
IL7,T_CD8_memory,Survive
IL7,T_CD4_memory,Survive
IL7,T (naive),Survive
IL7,T (naive),Survive
IL7,T (memory),Survive
IL7,T_CD4,Survive
IL7,T_CD8,Survive
Innate,T,Survive
Innate,DC,Survive
Monocyte,B,Survive
T,T,Survive
T,DC,Survive
T_CD4,T_CD8_memory,Survive
Tfh,B,Survive
Tfh,B,Survive
Tfh,B_Plasma,Survive
Tfh,B,Survive
TNFa,Macrophage,Survive
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,